,0
mw_per_100k_sqft,1.0
total_sqft,1.0
dc_mw_per_res_mkwh,0.4117647058823529
total_mw,0.4117647058823529
dc_count,0.4117647058823529
avg_mw,0.4117647058823529
share_renew,0.03633217993079585
share_nuclear,0.03633217993079585
share_coal,0.03633217993079585
share_gas,0.03633217993079585
month_date,0.0
state_code,0.0
res_sales_mkwh,0.0
res_customers,0.0
ym,0.0
res_price_cents_kwh,0.0
generation_mwh_total,0.0
fuel_cost_proxy,0.0
