param,coef,std_err,t_stat,p_value,ci_95_low,ci_95_high
Intercept,12.4534024501565,3.275538587954751,3.801940388048493,0.0001490218945565669,6.02854618121597,18.87825871909703
dc_mw_per_res_mkwh_w,0.8675269341103441,0.5408426001594229,1.604028480475882,0.1089075064893541,-0.1933172223048777,1.928371090525566
ln_generation_mwh_total,0.3511579681371613,0.2586513540352265,1.3576498350336728,0.1747685653573976,-0.15617776576448356,0.8584937020388062
share_coal,-0.42260143734500377,1.4467344521317895,-0.2921071221621168,0.7702430466671832,-3.2603213007141036,2.4151184260240965
share_gas,-1.0273129716791638,0.9335402374146845,-1.1004485189885016,0.2713042693962482,-2.8584200356344187,0.8037940922760913
share_nuclear,-0.9959758517248576,1.113410707840699,-0.8945269204895743,0.37117618896558957,-3.179892656271642,1.1879409528219271
fuel_cost_proxy,0.14962541566217927,0.1585959525654144,0.943437794230372,0.3456011634591456,-0.16145508994246835,0.46070592126682686
