null_share_coal_pct,null_share_gas_pct,null_share_nuclear_pct,null_share_renew_pct,out_of_range_coal,out_of_range_gas,out_of_range_nuclear,out_of_range_renew
3.633217993079585,3.633217993079585,3.633217993079585,3.633217993079585,0,0,0,0
