null_share_coal_pct,null_share_gas_pct,null_share_nuclear_pct,null_share_renew_pct,out_of_range_coal,out_of_range_gas,out_of_range_nuclear,out_of_range_renew
27.45098039215686,11.303344867358708,64.70588235294117,5.190311418685121,1,5,2,4
