iter	Passed	Remaining
1662	166106	33660
1663	166198	33559
1664	166366	33473
1665	166463	33372
1666	166552	33270
1667	166635	33167
1668	166728	33066
1669	166818	32964
1670	166959	32872
1671	167061	32772
1672	167169	32674
1673	167278	32576
1674	167387	32478
1675	167484	32377
1676	167592	32279
1677	167689	32178
1678	167798	32080
1679	167881	31977
1680	167947	31871
1681	168028	31767
1682	168146	31671
1683	168319	31584
1684	168472	31494
1685	168572	31394
1686	168659	31292
1687	168739	31188
1688	168823	31085
1689	168912	30983
1690	168999	30881
1691	169109	30783
1692	169242	30689
1693	169352	30591
1694	169499	30499
1695	169588	30397
1696	169684	30297
1697	169805	30201
1698	169914	30102
1699	170078	30013
1700	170167	29911
1701	170264	29811
1702	170360	29710
1703	170457	29609
1704	170560	29510
1705	170729	29422
1706	171021	29355
1707	171173	29263
1708	171272	29163
1709	171385	29065
1710	171509	28969
1711	171614	28869
1712	171715	28769
1713	171866	28677
1714	171967	28577
1715	172144	28490
1716	172233	28388
1717	172321	28285
1718	172423	28185
1719	172521	28084
1720	172620	27984
1721	172729	27885
1722	172838	27786
1723	172946	27687
1724	173052	27588
1725	173178	27491
1726	173330	27399
1727	173510	27311
1728	173616	27212
1729	173698	27108
1730	173813	27010
1731	173899	26908
1732	173993	26806
1733	174080	26704
1734	174167	26601
1735	174244	26498
1736	174338	26396
1737	174427	26294
1738	174517	26192
1739	174612	26091
1740	174700	25989
1741	174785	25886
1742	174879	25785
1743	174971	25683
1744	175061	25582
1745	175152	25480
1746	175237	25377
1747	175320	25274
1748	175412	25173
1749	175501	25071
1750	175591	24969
1751	175692	24869
1752	175898	24784
1753	176049	24691
1754	176125	24587
1755	176230	24487
1756	176318	24385
1757	176406	24283
1758	176491	24181
1759	176584	24079
1760	176737	23986
1761	176823	23884
1762	176991	23792
1763	177080	23691
1764	177180	23590
1765	177272	23489
1766	177362	23387
1767	177450	23285
1768	177533	23182
1769	177636	23082
1770	177738	22982
1771	177849	22883
1772	177954	22783
1773	178060	22684
1774	178189	22587
1775	178366	22496
1776	178451	22394
1777	178559	22294
1778	178657	22194
1779	178760	22094
1780	178830	21989
1781	178924	21888
1782	179029	21788
1783	179130	21688
1784	179251	21590
1785	179340	21488
1786	179404	21383
1787	179489	21281
1788	179581	21180
1789	179671	21078
1790	179758	20976
1791	179847	20875
1792	179939	20773
1793	180035	20673
1794	180119	20570
1795	180209	20469
1796	180301	20367
1797	180383	20265
1798	180473	20164
1799	180669	20074
1800	180820	19979
1801	180921	19879
1802	181007	19777
1803	181111	19677
1804	181245	19580
1805	181346	19480
1806	181455	19380
1807	181552	19279
1808	181637	19177
1809	181725	19076
1810	181816	18974
1811	181910	18873
1812	181993	18771
1813	182081	18669
1814	182183	18569
1815	182302	18471
1816	182385	18369
1817	182487	18268
1818	182583	18168
1819	182677	18066
1820	182787	17967
1821	182878	17866
1822	183023	17770
1823	183152	17672
1824	183249	17571
1825	183345	17471
1826	183449	17370
1827	183551	17270
1828	183637	17168
1829	183749	17069
1830	183841	16968
1831	183922	16866
1832	184013	16765
1833	184109	16664
1834	184192	16562
1835	184275	16460
1836	184361	16358
1837	184445	16256
1838	184532	16155
1839	184619	16053
1840	184710	15952
1841	184807	15852
1842	184913	15752
1843	185017	15652
1844	185127	15552
1845	185287	15457
1846	185549	15370
1847	185716	15275
1848	185850	15177
1849	185956	15077
1850	186039	14975
1851	186137	14874
1852	186229	14773
1853	186330	14673
1854	186429	14572
1855	186550	14473
1856	186678	14375
1857	186773	14274
1858	186873	14173
1859	186972	14073
1860	187074	13972
1861	187202	13874
1862	187291	13772
1863	187386	13671
1864	187486	13571
1865	187591	13471
1866	187681	13369
1867	187779	13269
1868	187883	13168
1869	188070	13074
1870	188198	12975
1871	188310	12875
1872	188410	12775
1873	188506	12674
1874	188603	12573
1875	188720	12474
1876	188827	12373
1877	188933	12273
1878	189045	12173
1879	189167	12074
1880	189265	11973
1881	189361	11872
1882	189463	11772
1883	189574	11672
1884	189709	11573
1885	189800	11472
1886	189888	11371
1887	189975	11269
1888	190061	11168
1889	190150	11066
1890	190248	10966
1891	190382	10867
1892	190551	10770
1893	190658	10670
1894	190782	10571
1895	190888	10470
1896	190972	10369
1897	191079	10268
1898	191175	10167
1899	191322	10069
1900	191424	9968
1901	191605	9872
1902	191697	9771
1903	191788	9670
1904	191874	9568
1905	191963	9467
1906	192048	9365
1907	192133	9264
1908	192215	9162
1909	192332	9062
1910	192428	8961
1911	192515	8860
1912	192600	8759
1913	192688	8657
1914	192777	8556
1915	192913	8457
1916	193000	8356
1917	193086	8255
1918	193160	8153
1919	193241	8051
1920	193327	7950
1921	193435	7850
1922	193541	7749
1923	193639	7648
1924	193763	7549
1925	193861	7448
1926	193959	7347
1927	194084	7247
1928	194170	7146
1929	194272	7046
1930	194382	6945
1931	194494	6845
1932	194611	6745
1933	194713	6644
1934	194801	6543
1935	194884	6442
1936	194966	6341
1937	195052	6240
1938	195144	6139
1939	195250	6038
1940	195336	5937
1941	195415	5836
1942	195496	5735
1943	195581	5634
1944	195670	5533
1945	195753	5432
1946	195907	5332
1947	196067	5233
1948	196184	5133
1949	196272	5032
1950	196357	4931
1951	196446	4830
1952	196539	4729
1953	196685	4630
1954	196815	4530
1955	196903	4429
1956	197004	4328
1957	197085	4227
1958	197171	4126
1959	197258	4025
1960	197351	3924
1961	197481	3824
1962	197586	3724
1963	197686	3623
1964	197795	3523
1965	197913	3422
1966	198006	3321
1967	198096	3221
1968	198188	3120
1969	198320	3020
1970	198392	2919
1971	198476	2818
1972	198562	2717
1973	198620	2616
1974	198698	2515
1975	198793	2414
1976	198881	2313
1977	198962	2212
1978	199053	2112
1979	199137	2011
1980	199223	1910
1981	199307	1810
1982	199394	1709
1983	199484	1608
1984	199583	1508
1985	199679	1407
1986	199822	1307
1987	199913	1206
1988	200002	1106
1989	200085	1005
1990	200171	904
1991	200263	804
1992	200348	703
1993	200462	603
1994	200584	502
1995	200708	402
1996	200836	301
1997	200937	201
1998	201040	100
1999	201159	0
