iter	RMSE
1525	0.1639492263
1526	0.1636618081
1527	0.1633659935
1528	0.1632405092
1529	0.1630973999
1530	0.1630407672
1531	0.1630238943
1532	0.1629622713
1533	0.1627131222
1534	0.1624886507
1535	0.1624770829
1536	0.1623119747
1537	0.1621446266
1538	0.1621009039
1539	0.1620604828
1540	0.1619510938
1541	0.1617091242
1542	0.1616115232
1543	0.1615474616
1544	0.1614710499
1545	0.1614591872
1546	0.1613838657
1547	0.1613134059
1548	0.1612503298
1549	0.1609673098
1550	0.1608637862
1551	0.1607881651
1552	0.1607027856
1553	0.1606297034
1554	0.1603376392
1555	0.1602209428
1556	0.1601369766
1557	0.1600864755
1558	0.1600594785
1559	0.159991763
1560	0.1599067403
1561	0.1598175294
1562	0.1597347394
1563	0.1595880613
1564	0.1594919346
1565	0.1593022073
1566	0.1592866255
1567	0.159067766
1568	0.1589079326
1569	0.1588407017
1570	0.1587233129
1571	0.1586657881
1572	0.1584534624
1573	0.1583449304
1574	0.1583166878
1575	0.1582092858
1576	0.1581473396
1577	0.1581073357
1578	0.158049587
1579	0.1580115924
1580	0.1575961342
1581	0.1575563905
1582	0.1575378571
1583	0.1574771916
1584	0.1573894444
1585	0.1573511719
1586	0.1573106908
1587	0.1570458127
1588	0.1569473492
1589	0.1569389017
1590	0.156882092
1591	0.1568590163
1592	0.1568121496
1593	0.1566286041
1594	0.1566052844
1595	0.1565495019
1596	0.156383599
1597	0.156325527
1598	0.1563133494
1599	0.156042882
1600	0.1559558799
1601	0.1557699456
1602	0.1557496207
1603	0.1555459974
1604	0.1555243063
1605	0.1554657766
1606	0.1553872608
1607	0.1552174144
1608	0.1551493065
1609	0.154894746
1610	0.1547539949
1611	0.1547304116
1612	0.154697827
1613	0.1546286034
1614	0.1544496924
1615	0.1543780145
1616	0.1541650391
1617	0.1540181687
1618	0.1536885462
1619	0.1535381675
1620	0.1535275589
1621	0.1534839546
1622	0.1534153594
1623	0.1532771434
1624	0.1531043564
1625	0.1526799085
1626	0.1525843689
1627	0.1525354174
1628	0.1524863994
1629	0.1524765999
1630	0.1524312182
1631	0.1524021599
1632	0.1522691635
1633	0.1522356046
1634	0.1521341192
1635	0.152081877
1636	0.1520384963
1637	0.1520337729
1638	0.1519980987
1639	0.1518216227
1640	0.1517906176
1641	0.1516269295
1642	0.1514013347
1643	0.1513396433
1644	0.151252632
1645	0.1512246036
1646	0.151200114
1647	0.1510298701
1648	0.1510125786
1649	0.1510004033
1650	0.1509286628
1651	0.1508712544
1652	0.1507395084
1653	0.1505557678
1654	0.1504094875
1655	0.1502577658
1656	0.1502270578
1657	0.1501177934
1658	0.1500534101
1659	0.1500138651
1660	0.1499512908
1661	0.1498864024
1662	0.1498230954
1663	0.1497773624
1664	0.1497460507
1665	0.1493802573
1666	0.1492768865
1667	0.149182063
1668	0.1490310333
1669	0.1487948118
1670	0.1486848145
1671	0.1486029943
1672	0.1484690388
1673	0.1484417035
1674	0.1483824668
1675	0.1483511585
1676	0.1482637464
1677	0.1481776145
1678	0.1481217769
1679	0.1480874611
1680	0.1480621535
1681	0.1480433864
1682	0.1478371573
1683	0.1478227137
1684	0.1477843448
1685	0.1477675327
1686	0.1477630526
1687	0.1476318586
1688	0.1475599942
1689	0.1474969668
1690	0.147462193
1691	0.1474127965
1692	0.1473962166
1693	0.1473669922
1694	0.1473443311
1695	0.1473326697
1696	0.147244649
1697	0.1472042246
1698	0.1471444963
1699	0.1469357964
1700	0.1468840638
1701	0.1468317062
1702	0.1465871892
1703	0.1465564622
1704	0.1464738194
1705	0.1463932546
1706	0.1463005355
1707	0.1461931894
1708	0.1461224977
1709	0.1460813067
1710	0.1460406667
1711	0.1459806228
1712	0.1459759764
1713	0.1457687865
1714	0.1456706874
1715	0.1456183185
1716	0.1455615041
1717	0.1454134501
1718	0.1452578015
1719	0.1450960081
1720	0.145072422
1721	0.144966679
1722	0.1447501068
1723	0.1447351156
1724	0.1446855189
1725	0.1445816999
1726	0.1445142208
1727	0.1444781658
1728	0.1443540336
1729	0.1442644886
1730	0.1442107071
1731	0.144118133
1732	0.1437723337
1733	0.1437400548
1734	0.1436684787
1735	0.1436598635
1736	0.1436402376
1737	0.1434889192
1738	0.1434003978
1739	0.1432645438
1740	0.1432165615
1741	0.1432018478
1742	0.1431628516
1743	0.1431490886
1744	0.1430221913
1745	0.1428858485
1746	0.1427293544
1747	0.1423230366
1748	0.1423013672
1749	0.1421971792
1750	0.1418374019
1751	0.1417607585
1752	0.1417476254
1753	0.1417345496
1754	0.1417089985
1755	0.1416030039
1756	0.1412805391
1757	0.1410758186
1758	0.141017295
1759	0.1408391922
1760	0.1406856756
1761	0.1406566927
1762	0.1406495806
1763	0.1404710787
1764	0.1403805322
1765	0.1402076389
1766	0.1401518489
1767	0.1400467335
1768	0.1399881151
1769	0.1398193308
1770	0.1397694487
1771	0.1397522702
1772	0.1397012776
1773	0.1395954434
1774	0.1395878282
1775	0.1395809631
1776	0.1395030428
1777	0.139461659
1778	0.1393675023
1779	0.1392714467
1780	0.139217643
1781	0.1390472886
1782	0.138869259
1783	0.1388419784
1784	0.1388255508
1785	0.1388022857
1786	0.1387500913
1787	0.1387413618
1788	0.1387333923
1789	0.138623361
1790	0.1384803856
1791	0.1383593793
1792	0.138254699
1793	0.1381713365
1794	0.1379233602
1795	0.1375057563
1796	0.1374470142
1797	0.1372804838
1798	0.1366730987
1799	0.136513549
1800	0.1364952673
1801	0.1363635213
1802	0.1363511564
1803	0.1362921493
1804	0.1362740452
1805	0.1360086302
1806	0.1359750103
1807	0.1359020589
1808	0.1358371761
1809	0.1355801969
1810	0.1354933348
1811	0.1354348255
1812	0.1352452589
1813	0.1351998246
1814	0.1351445463
1815	0.135016401
1816	0.1349911204
1817	0.1349119872
1818	0.1348998162
1819	0.1348727711
1820	0.1347813805
1821	0.1347133741
1822	0.1346974828
1823	0.1345859108
1824	0.1345343211
1825	0.1344680517
1826	0.1343943612
1827	0.1343470073
1828	0.1343350692
1829	0.1342080555
1830	0.1341831163
1831	0.1340312827
1832	0.1340193509
1833	0.1338601616
1834	0.1336581622
1835	0.1335893371
1836	0.1334979683
1837	0.1334398756
1838	0.1333211004
1839	0.1332715748
1840	0.1332569692
1841	0.1332010068
1842	0.1331738119
1843	0.1330962286
1844	0.1330451973
1845	0.1330331129
1846	0.1329926787
1847	0.1329635935
1848	0.1327928823
1849	0.1327815418
1850	0.1325451683
1851	0.1324643251
1852	0.1324499066
1853	0.132308635
1854	0.1322684357
1855	0.1322538667
1856	0.1321779105
1857	0.1321054851
1858	0.1320898879
1859	0.1320376297
1860	0.1318911544
1861	0.1318806326
1862	0.131860911
1863	0.1318371625
1864	0.1317436443
1865	0.1317414915
1866	0.1316348327
1867	0.1316126776
1868	0.1315727202
1869	0.1314939965
1870	0.1314915371
1871	0.1313443317
1872	0.1313095394
1873	0.1312223746
1874	0.131178049
1875	0.1311253908
1876	0.1311137229
1877	0.1311015
1878	0.1310394552
1879	0.1310306393
1880	0.1309914279
1881	0.130860497
1882	0.1307794429
1883	0.130644121
1884	0.130481364
1885	0.1304589231
1886	0.1304017913
1887	0.1303593217
1888	0.1303558808
1889	0.130153044
1890	0.1298501469
1891	0.1297841251
1892	0.1297777096
1893	0.1296653216
1894	0.129627364
1895	0.1292831621
1896	0.1291553591
1897	0.1291002814
1898	0.1288329704
1899	0.128766156
1900	0.1287463936
1901	0.1287197327
1902	0.1286859346
1903	0.1285331524
1904	0.1284387726
1905	0.1284367485
1906	0.1280424202
1907	0.1280351148
1908	0.1279447736
1909	0.1277540645
1910	0.1277189114
1911	0.1277147223
1912	0.1277127883
1913	0.1276153313
1914	0.1274605398
1915	0.1273351039
1916	0.1272480445
1917	0.1272224715
1918	0.1271718802
1919	0.1271208341
1920	0.1269854439
1921	0.1269656871
1922	0.1269469881
1923	0.1269108925
1924	0.1268814315
1925	0.1268179424
1926	0.1266732524
1927	0.126622777
1928	0.1265257662
1929	0.12650872
1930	0.1263773701
1931	0.1263393399
1932	0.126138483
1933	0.1260937492
1934	0.1260396569
1935	0.1259957723
1936	0.125978918
1937	0.1259534253
1938	0.1254406288
1939	0.1254084925
1940	0.1253327585
1941	0.1251990413
1942	0.1251794768
1943	0.1251505742
1944	0.1250927842
1945	0.1249412583
1946	0.1248094673
1947	0.1247989295
1948	0.1246631068
1949	0.1246230204
1950	0.1241607551
1951	0.1240755311
1952	0.1240200116
1953	0.1240013888
1954	0.1239863013
1955	0.123963346
1956	0.1239287132
1957	0.1236220032
1958	0.1236081104
1959	0.1235904338
1960	0.1235361768
1961	0.1234317983
1962	0.1231364572
1963	0.1230904142
1964	0.1229348549
1965	0.1228576594
1966	0.1228161485
1967	0.1223987705
1968	0.1223527426
1969	0.1223493205
1970	0.1221531185
1971	0.1221030403
1972	0.122062685
1973	0.1220032258
1974	0.1218332939
1975	0.1218231369
1976	0.1215344848
1977	0.1215176967
1978	0.1214942923
1979	0.1214761285
1980	0.1214659408
1981	0.1214548322
1982	0.121381449
1983	0.1212563577
1984	0.1211335957
1985	0.120983353
1986	0.1208249193
1987	0.1207924387
1988	0.1207485275
1989	0.1207193006
1990	0.1207028988
1991	0.1205758624
1992	0.1203652335
1993	0.1201075586
1994	0.1200432781
1995	0.1199208656
1996	0.1198472248
1997	0.1197177434
1998	0.1194855822
1999	0.1194595571
